nasabah,tunaiATM,nontunaiATM,internet,debitbelanja,usia17_25,usia26_55,usia56,saldoharian,jeniskelamin
579,10,0,1,3,0,0,1,0.505311006,0
580,10,1,0,8,0,1,0,1.505579312,1
581,7,8,0,9,0,1,0,5.754348764,0
582,4,2,2,12,1,0,0,3.230486349,1
583,3,6,1,13,0,1,0,3.439124846,0
584,8,0,0,9,0,1,0,0.98206185,0
585,10,0,0,0,0,0,1,0.787569267,0
586,13,1,3,2,0,0,1,0.765088982,1
587,1,5,0,11,1,0,0,2.031574231,0
588,4,5,1,8,0,1,0,5.951270823,1
589,10,0,0,0,0,0,1,0.624956418,0
590,9,0,2,0,0,0,1,0.625311378,0
591,11,2,0,3,0,1,0,0.867523779,0
592,11,2,2,10,0,1,0,1.285647272,0
593,12,1,0,7,0,1,0,1.026920937,1
594,9,0,0,7,0,1,0,0.7482532,1
595,8,0,1,8,0,0,1,1.688848809,1
596,0,3,3,3,0,0,1,8.317972034,1
597,9,1,2,14,1,0,0,1.624575175,1
598,11,0,1,8,0,1,0,1.935503282,1
599,5,3,2,13,1,0,0,1.870300038,1
600,10,0,0,0,1,0,0,0.58521918,0
601,8,0,1,1,1,0,0,0.302819197,1
602,8,0,2,0,1,0,0,0.366524426,1
603,9,4,2,3,0,0,1,0.519197486,1
604,0,1,4,6,0,1,0,13.04786129,1
605,7,0,0,10,0,1,0,1.758835157,0
606,3,3,0,11,0,1,0,1.240794248,1
607,10,1,2,2,0,1,0,0.740133266,0
608,0,3,4,4,0,1,0,7.850870218,1
609,0,1,8,5,0,1,0,19.83382555,1
610,4,2,4,3,0,1,0,9.241315625,0
611,5,0,2,13,1,0,0,1.942795458,0
612,10,1,0,9,0,0,1,1.475676327,1
613,5,4,2,11,0,1,0,3.804976394,0
614,9,2,0,8,0,1,0,1.559382608,0
615,9,0,0,11,0,1,0,1.191260372,1
616,1,5,2,3,0,1,0,22.40486277,0
617,4,12,1,12,1,0,0,4.550681394,0
618,8,2,0,3,1,0,0,0.698701405,1
619,4,6,2,14,0,1,0,1.599582029,0
620,10,0,3,0,0,0,1,0.697438055,0
621,9,0,1,0,1,0,0,0.466073728,0
622,1,4,2,5,1,0,0,4.232065846,0
623,11,1,3,0,1,0,0,0.457083047,0
624,11,0,1,0,0,0,1,0.456114147,0
625,4,6,0,10,1,0,0,5.023122626,1
626,10,1,0,0,0,0,1,0.553745584,0
627,9,1,1,7,0,1,0,1.226583217,0
628,8,1,1,0,0,1,0,0.41579842,0
629,8,3,2,0,1,0,0,0.622608107,1
630,11,1,2,9,0,1,0,0.63070348,0
631,2,2,1,9,1,0,0,1.687994042,1
632,10,2,1,7,0,0,1,1.286320493,0
633,7,1,0,10,0,1,0,0.903531729,1
634,9,0,2,3,1,0,0,0.780255213,0
635,10,1,3,1,0,0,1,0.731035612,1
636,4,5,1,12,0,1,0,5.0705454,1
637,12,2,1,6,0,1,0,0.756966179,0
638,6,3,0,11,0,1,0,1.903481784,0
639,10,0,0,9,0,1,0,1.143339618,0
640,9,1,0,8,0,1,0,1.819369198,0
641,6,0,0,2,0,0,1,0.363356754,0
642,6,2,2,0,1,0,0,0.61477296,1
643,9,0,2,9,1,0,0,0.569353522,0
644,1,4,0,8,1,0,0,2.011266747,1
645,0,5,5,3,0,1,0,12.75690964,0
646,7,0,1,9,0,0,1,1.929351508,0
647,2,4,2,10,0,1,0,5.701617042,1
648,7,2,1,6,1,0,0,0.410502395,1
649,1,4,7,3,0,1,0,14.62021379,1
650,9,2,1,2,1,0,0,0.766928223,1
651,11,0,0,1,0,0,1,0.404651455,1
652,10,0,1,8,0,1,0,1.146232859,0
653,6,1,1,8,0,1,0,1.761790381,1
654,3,2,1,10,0,1,0,5.764861853,0
655,1,5,4,4,0,1,0,5.228407013,0
656,10,2,0,7,0,0,1,0.535739919,1
657,2,5,4,12,0,1,0,5.444643743,0
658,9,1,2,10,0,1,0,0.79038573,0
659,6,0,1,13,0,1,0,0.756313927,0
660,12,2,3,2,0,0,1,0.891698013,1
661,8,0,1,3,0,0,1,0.515863207,1
662,1,5,2,8,0,1,0,3.95732011,0
663,6,1,0,8,0,0,1,1.356435856,0
664,9,0,0,2,0,0,1,0.433074786,0
665,6,0,1,9,0,1,0,1.874122771,1
666,4,3,0,10,0,1,0,5.031928901,0
667,8,2,0,2,0,0,1,0.718599225,1
668,5,3,1,6,0,1,0,5.829448443,1
669,10,1,1,1,0,0,1,0.332634681,1
670,9,1,3,6,0,1,0,1.768838032,0
671,1,5,2,11,0,1,0,3.451041788,1
672,10,1,1,8,0,1,0,0.750520946,0
673,2,3,3,12,0,1,0,3.39292676,1
674,8,2,1,12,0,0,1,1.697319859,0
675,9,0,1,2,1,0,0,0.7130547,1
676,2,7,1,12,1,0,0,3.211678638,0
677,5,8,1,9,1,0,0,3.630226412,1
678,11,0,0,1,1,0,0,0.453674425,0
679,8,0,1,0,1,0,0,0.515668437,1
680,1,2,1,10,0,1,0,5.729668784,1
681,4,3,1,12,1,0,0,5.904694422,1
682,2,4,3,11,1,0,0,4.856913929,0
683,7,1,1,2,1,0,0,0.374540891,1
684,6,1,1,3,1,0,0,0.697173292,0
685,5,1,2,2,1,0,0,0.805672877,1
686,1,8,1,11,1,0,0,1.432854294,0
687,1,2,2,10,0,0,1,4.379827937,1
688,8,0,4,0,1,0,0,0.899819055,0
689,2,6,2,13,0,1,0,2.887838233,1
690,2,6,1,11,0,1,0,3.024471967,0
691,11,0,2,10,0,1,0,1.911125566,1
692,10,2,2,0,0,1,0,0.497032104,0
693,3,7,1,12,1,0,0,1.526164306,1
694,8,1,1,0,0,0,1,0.532126456,1
695,1,5,1,12,0,1,0,2.271550024,1
696,9,2,0,12,0,1,0,1.433083717,0
697,7,1,1,2,1,0,0,0.678132216,1
698,2,1,0,10,1,0,0,5.614990588,0
699,11,0,0,0,0,0,1,0.767654104,1
700,7,1,2,9,0,1,0,0.949405484,0
701,9,2,2,0,0,1,0,0.579961623,1
702,6,3,0,9,0,1,0,5.295555705,1
703,9,1,0,1,1,0,0,0.437207475,1
704,6,3,3,1,1,0,0,0.488546901,0
705,7,0,3,1,0,0,1,0.56201664,1
706,2,3,2,13,0,1,0,5.250247943,1
707,9,2,0,2,0,0,1,0.382753264,0
708,10,3,1,6,0,1,0,1.594558975,0
709,7,0,1,9,0,1,0,1.566677452,0
710,5,1,1,1,1,0,0,0.767983619,1
711,10,0,0,0,1,0,0,0.475169748,1
712,2,0,0,7,0,1,0,2.127538902,1
713,5,1,2,1,0,0,1,0.838045501,0
714,2,3,1,12,1,0,0,1.183518915,0
715,7,2,3,1,1,0,0,0.570254357,0
716,10,0,1,9,1,0,0,0.899880331,0
717,0,4,3,3,0,1,0,5.919890922,0
718,13,0,0,9,0,1,0,1.045453203,0
719,8,3,0,1,0,0,1,0.395461859,1
720,5,1,1,1,0,1,0,0.678850688,0
721,1,3,2,10,0,1,0,3.126673906,1
722,10,2,1,11,0,1,0,1.392675073,1
723,7,3,1,11,0,1,0,5.044978222,0
724,10,1,1,8,0,1,0,0.581184905,1
725,2,5,0,11,0,1,0,5.002325503,1
726,8,0,0,0,1,0,0,0.730869399,1
727,9,1,1,12,0,0,1,0.968916381,0
728,11,2,0,8,0,1,0,1.225429152,1
729,8,0,2,6,0,0,1,1.094367963,1
730,12,2,3,7,0,1,0,0.542242909,1
731,4,2,2,9,1,0,0,1.493941025,0
732,5,2,1,9,0,1,0,3.302012371,0
733,1,3,1,11,0,1,0,2.396156276,0
734,9,0,1,0,1,0,0,0.310300347,0
735,9,2,3,1,1,0,0,0.689579401,0
736,11,0,2,0,0,0,1,0.739583127,1
737,5,0,0,1,0,0,1,0.52364844,1
738,6,2,0,9,0,1,0,4.988759157,1
739,4,1,3,7,0,1,0,5.961954645,0
740,6,0,0,9,0,1,0,1.53053329,0
741,8,3,2,8,0,1,0,1.14753148,0
742,0,0,1,12,0,1,0,5.737381405,1
743,8,0,2,6,1,0,0,1.69165796,0
744,10,1,2,9,0,1,0,1.446980007,0
745,5,5,0,10,1,0,0,5.145637569,0
746,4,0,0,14,1,0,0,2.022983312,1
747,7,0,0,10,0,0,1,1.700687296,1
748,10,2,0,10,0,1,0,0.971275064,0
749,9,1,1,12,0,1,0,1.707949917,1
750,3,6,2,13,1,0,0,1.124106569,1
751,10,0,2,1,0,0,1,0.565364731,0
752,11,1,2,3,1,0,0,0.378399611,0
753,10,0,1,11,0,1,0,1.630799131,1
754,8,3,0,7,0,1,0,0.865019363,0
755,6,4,1,13,0,1,0,3.948785126,0
756,2,2,0,12,0,1,0,2.749708662,1
757,3,4,0,12,0,1,0,4.909145031,1
758,3,2,2,13,0,1,0,3.820137666,1
759,2,3,0,11,0,1,0,2.007793043,0
760,6,6,0,11,0,1,0,4.487503326,1
761,11,3,0,1,1,0,0,0.876618652,1
762,7,1,2,10,0,1,0,0.88301422,0
763,9,0,2,1,1,0,0,0.887882673,1
764,9,1,1,1,0,0,1,0.561195963,0
765,8,0,0,9,0,1,0,1.564392772,0
766,7,0,1,0,1,0,0,0.898531376,0
767,2,2,1,10,0,1,0,3.151555085,1
768,9,1,0,1,1,0,0,0.427959408,1
769,0,3,4,3,0,1,0,11.43770132,0
770,8,3,3,9,0,1,0,1.962330141,0
771,2,3,2,10,0,1,0,4.187531118,1
772,7,1,2,8,0,1,0,1.799885807,0
773,11,3,1,11,0,1,0,1.09073039,0
774,10,1,0,1,0,0,1,0.433179328,1
775,11,0,1,12,0,0,1,1.61520703,0
776,10,1,0,1,0,0,1,0.594827026,1
777,2,3,1,13,0,1,0,1.021547531,1
778,9,1,1,0,1,0,0,0.302966365,1
779,10,0,2,1,1,0,0,0.652880827,0
780,14,2,1,8,0,1,0,1.440409963,0
781,11,1,4,0,0,0,1,0.660366874,1
782,0,4,5,1,0,1,0,22.92410344,0
783,2,2,1,12,0,1,0,2.006750828,1
784,8,2,1,7,0,1,0,1.226789547,0
785,1,2,4,3,0,1,0,29.43033021,1
786,10,1,0,0,0,0,1,0.563402566,0
787,3,6,0,12,0,1,0,4.191277297,1
788,13,2,3,0,1,0,0,0.65504157,1
789,2,7,0,12,0,1,0,5.363723429,0
790,8,2,1,10,0,0,1,1.568952674,1
791,10,2,1,11,0,0,1,1.142392315,0
792,9,0,0,4,1,0,0,0.516587478,0
793,3,3,1,9,1,0,0,2.232673103,1
794,0,4,9,4,0,1,0,11.81052267,1
795,6,5,0,7,0,1,0,0.557954272,0
796,13,1,1,7,0,1,0,1.84186389,0
797,10,0,2,10,0,1,0,0.850242156,0
798,2,1,5,4,0,1,0,16.09008926,1
799,10,2,1,13,0,1,0,1.947330328,1
800,1,6,1,8,1,0,0,1.801842605,1
801,8,2,3,1,0,0,1,0.740153567,1
802,0,3,6,4,0,1,0,12.33546041,1
803,5,2,1,2,1,0,0,0.606848587,1
804,7,0,1,0,1,0,0,0.405214827,0
805,3,6,1,10,0,1,0,1.031115382,0
806,12,0,3,0,1,0,0,0.815117486,0
807,9,0,0,0,0,0,1,0.723136175,0
808,10,1,2,2,0,0,1,0.707480096,1
809,3,3,0,10,0,1,0,2.364569488,1
810,8,0,0,9,0,1,0,1.351165744,0
811,10,0,1,2,0,0,1,0.515313452,1
812,6,1,4,9,0,1,0,0.865153769,1
813,10,2,2,1,0,0,1,0.862980644,1
814,13,2,1,11,0,1,0,1.391782498,0
815,4,4,1,11,0,1,0,3.926310106,1
816,7,2,1,12,0,0,1,0.839210128,0
817,9,1,1,4,1,0,0,0.684966191,0
818,11,1,2,3,0,0,1,0.431410863,0
819,13,1,0,2,0,1,0,0.621784573,1
820,9,0,3,2,1,0,0,0.315342308,0
821,10,1,0,7,0,1,0,1.392124571,0
822,8,0,0,1,0,0,1,0.879957097,1
823,14,0,1,3,1,0,0,0.784932609,0
824,10,1,0,10,0,0,1,0.583626444,0
825,3,4,1,14,0,1,0,1.484804831,1
826,7,3,0,0,1,0,0,0.564436352,0
827,9,0,0,8,0,1,0,0.6151617,0
828,9,1,0,7,0,0,1,0.944616759,1
829,8,0,2,0,1,0,0,0.41783402,1
830,3,2,2,13,0,1,0,3.929208543,1
831,10,0,0,9,0,1,0,1.980039707,0
832,11,1,1,10,0,1,0,0.56636622,0
833,10,0,2,1,1,0,0,0.849957326,1
834,12,0,0,0,0,1,0,0.88606903,1
835,2,2,0,12,0,1,0,1.623799033,0
836,2,7,4,3,0,1,0,16.55645702,1
837,9,1,1,0,1,0,0,0.548481757,0
838,9,0,2,0,1,0,0,0.827930297,0
839,11,1,0,11,0,1,0,1.348842988,0
840,7,2,0,1,0,0,1,0.439400046,0
841,8,0,3,1,0,1,0,0.493955706,0
842,11,3,0,8,0,1,0,1.971985506,0
843,13,3,2,6,0,1,0,1.33519955,0
844,8,0,1,1,0,0,1,0.535946276,1
845,1,3,6,2,0,1,0,16.57439431,1
846,8,1,2,6,0,1,0,0.520475843,0
847,6,0,1,1,0,0,1,0.762366245,0
848,5,6,1,10,0,1,0,1.246897147,1
849,9,2,2,2,0,0,1,0.312350349,0
850,8,0,1,1,1,0,0,0.675475854,1
851,8,2,1,0,0,0,1,0.366348153,1
852,6,4,1,10,0,1,0,4.87497719,0
853,10,0,2,3,1,0,0,0.381475044,1
854,7,1,1,0,1,0,0,0.412358688,1
855,5,4,1,10,0,1,0,4.119463944,1
856,10,0,0,3,1,0,0,0.348366045,1
857,8,1,0,1,1,0,0,0.871340508,0
858,1,5,0,9,1,0,0,3.23768383,1
859,2,3,1,11,0,1,0,2.982114506,1
860,12,1,1,1,0,1,0,0.437111034,0
861,9,1,2,2,1,0,0,0.590966856,0
862,5,2,1,11,0,0,1,4.059712284,1
863,9,2,3,11,0,0,1,0.611474841,0
864,3,2,2,10,0,1,0,2.225034394,0
865,2,3,0,10,0,1,0,2.083090866,0
866,9,1,1,1,0,1,0,0.841944499,0
867,8,0,0,1,0,0,1,0.861465368,1
868,1,5,0,12,1,0,0,2.18517084,1
869,2,4,11,4,1,0,0,14.66580666,1
870,9,1,1,0,0,0,1,0.579628865,1
871,10,0,2,6,1,0,0,1.198355017,1
872,6,1,3,9,0,1,0,1.462023507,1
873,6,0,1,9,1,0,0,0.697608778,1
874,6,2,0,7,0,1,0,1.956743137,0
875,0,1,2,10,0,1,0,1.272512654,1
876,3,3,2,12,0,1,0,4.482779694,0
877,1,6,1,11,0,0,1,1.349392376,1
878,7,1,2,4,1,0,0,0.806209569,1
879,2,1,1,9,0,1,0,5.729307856,1
880,7,1,0,0,1,0,0,0.437401946,1
881,2,1,1,9,0,1,0,2.301848382,0
882,5,3,1,10,0,0,1,5.159064572,1
883,3,6,3,14,1,0,0,4.162240201,1
884,7,0,2,1,1,0,0,0.663708224,0
885,13,1,1,3,1,0,0,0.579650595,1
886,9,0,1,12,1,0,0,1.971963411,0
887,9,3,4,8,0,1,0,1.128871102,0
888,1,2,1,12,0,1,0,4.176474521,0
889,11,3,0,9,0,1,0,0.826352495,1
890,13,1,0,2,0,0,1,0.385433124,1
891,5,4,1,9,0,1,0,4.811520925,1
892,1,1,4,4,0,1,0,15.72293843,1
893,7,1,0,8,0,0,1,1.793298371,0
894,6,1,0,1,1,0,0,0.502923155,1
895,10,1,1,1,1,0,0,0.356567142,1
896,6,0,1,8,0,1,0,1.254030565,0
897,8,0,2,8,0,1,0,1.187912502,0
898,2,2,3,9,0,1,0,4.318874114,1
899,3,3,1,9,0,1,0,2.307389959,1
900,8,0,2,3,0,0,1,0.48983712,1
901,11,0,1,1,0,1,0,0.753187173,1
902,6,1,2,0,0,0,1,0.859955238,1
903,8,0,2,0,1,0,0,0.723369459,0
904,9,0,2,0,0,0,1,0.440600875,0
905,8,1,0,6,0,1,0,0.600347373,0
906,12,1,0,0,0,0,1,0.371020709,0
907,8,0,1,14,0,1,0,0.652609641,0
908,8,0,0,10,0,0,1,1.393939887,0
909,10,1,3,0,1,0,0,0.78050651,0
910,12,1,2,0,1,0,0,0.870503079,0
911,9,1,1,1,0,0,1,0.366430796,1
912,9,0,1,0,0,0,1,0.751002391,1
913,11,1,0,1,1,0,0,0.349896829,1
914,6,4,0,13,1,0,0,3.231618587,1
915,4,0,3,11,0,1,0,1.532312137,1
916,0,2,4,3,0,1,0,11.94858733,1
917,6,1,1,7,0,1,0,0.852508922,0
918,11,1,0,0,1,0,0,0.602083115,1
919,7,1,2,4,0,0,1,0.645571303,1
920,3,1,2,10,0,1,0,2.004910341,1
921,8,2,1,1,0,0,1,0.440977739,0
922,11,2,0,0,0,0,1,0.350673548,0
923,10,0,0,1,1,0,0,0.537282342,0
924,10,0,1,2,1,0,0,0.506635699,1
925,5,6,0,12,1,0,0,3.177599688,1
926,4,4,1,12,0,1,0,3.818313377,0
927,4,3,2,12,0,1,0,5.033369288,0
928,1,4,0,10,0,0,1,3.676283423,0
929,10,1,1,2,0,0,1,0.786846573,1
930,12,0,1,0,1,0,0,0.863101078,1
931,6,1,2,1,0,0,1,0.574351617,1
932,11,0,1,11,0,1,0,0.504508974,1
933,9,0,0,2,0,1,0,0.804523431,0
934,12,2,0,8,0,1,0,1.103659767,1
935,8,1,2,2,1,0,0,0.404570893,0
936,10,0,0,1,1,0,0,0.461343446,1
937,6,0,0,0,0,0,1,0.779883241,1
938,1,3,1,10,1,0,0,2.503755898,1
939,9,0,1,8,0,1,0,0.696011813,0
940,5,0,2,13,0,1,0,1.434585104,0
941,10,0,0,8,0,0,1,1.26291366,0
942,2,2,0,11,1,0,0,3.308817325,0
943,8,1,2,2,0,0,1,0.539972342,1
944,12,0,0,8,0,0,1,0.961197869,0
945,12,1,0,9,0,0,1,1.17342449,1
946,6,7,2,6,0,1,0,3.201578178,1
947,12,0,2,11,0,1,0,0.936715782,1
948,10,0,1,0,0,0,1,0.783699596,0
949,2,6,0,12,0,1,0,5.149236446,0
950,11,1,0,1,1,0,0,0.363881989,1
951,3,4,0,11,1,0,0,4.857342361,0
952,10,0,3,1,0,0,1,0.637780474,1
953,5,0,0,11,0,1,0,3.879598405,0
954,9,0,1,9,0,1,0,1.131958132,1
955,9,3,1,0,1,0,0,0.516240475,1
956,11,0,2,1,1,0,0,0.70186039,1
957,7,1,0,0,1,0,0,0.588298661,0
958,0,7,3,3,0,1,0,18.54338317,1
959,8,1,2,10,0,1,0,1.087682897,0
960,1,2,1,10,1,0,0,1.996227588,0
961,10,0,3,9,0,1,0,0.685545621,1
962,10,0,1,1,0,0,1,0.542300638,1
963,12,0,0,9,0,1,0,1.140798151,0
964,10,0,2,0,1,0,0,0.746423293,1
965,4,4,1,9,1,0,0,4.496147946,1
966,9,3,2,9,0,1,0,1.623144633,0
967,7,1,2,1,1,0,0,0.712706049,0
968,6,3,0,10,1,0,0,3.501855325,0
969,3,3,0,13,0,1,0,4.074425319,1
970,3,5,0,9,0,1,0,5.172443751,0
971,7,1,1,10,0,0,1,0.958234902,0
972,12,0,2,9,0,0,1,0.828325801,1
973,1,4,4,3,0,1,0,7.189585601,1
974,12,1,0,10,0,1,0,0.748400363,0
975,10,3,2,2,1,0,0,0.85585577,0
976,11,1,1,9,0,0,1,1.208859895,0
977,0,3,7,1,0,0,1,24.76751303,1
978,5,0,1,9,0,0,1,1.167727682,0
979,10,0,0,8,0,1,0,0.831177191,0
980,10,0,1,9,0,1,0,0.89049031,0
981,7,0,1,0,1,0,0,0.878676,0
982,13,1,3,10,0,1,0,1.506714319,0
983,10,1,0,0,1,0,0,0.726862235,1
984,9,0,3,10,0,1,0,1.720126834,0
985,7,0,4,5,0,0,1,1.282277243,0
986,6,2,0,0,0,1,0,0.811582939,1
987,3,5,2,10,0,1,0,2.104821948,0
988,10,0,2,0,1,0,0,0.64427473,1
989,8,2,2,8,0,1,0,1.803439785,0
990,7,0,1,13,0,1,0,0.791536507,0
991,10,1,0,7,0,0,1,1.909111245,1
992,7,3,1,0,1,0,0,0.586880304,0
993,1,2,3,2,0,0,1,24.747821,1
994,2,7,4,2,1,0,0,29.37527577,0
995,10,0,0,0,0,0,1,0.837259341,0
996,7,1,1,8,1,0,0,1.87990592,1
997,9,0,2,1,0,0,1,0.348532266,1
998,1,8,1,10,0,1,0,5.076235066,0
999,3,4,0,14,1,0,0,1.856551045,1
1000,10,1,0,0,0,0,1,0.811481918,1
1001,12,1,1,11,0,1,0,1.492464436,0
1002,10,0,1,0,0,0,1,0.370218111,1
1003,12,0,1,9,0,0,1,0.810895144,0
1004,1,2,8,1,0,1,0,15.06654092,1
1005,9,3,3,1,0,0,1,0.586212758,1
1006,4,1,1,8,0,1,0,2.15525495,0
1007,3,0,3,2,0,1,0,26.4622291,1
1008,13,0,1,0,1,0,0,0.852906758,1
1009,7,2,1,11,0,0,1,1.363011356,0
1010,10,0,1,10,0,1,0,1.367001165,0
1011,10,0,0,9,1,0,0,1.735260027,0
1012,2,7,1,11,0,1,0,4.910979799,0
1013,9,0,0,3,1,0,0,0.832402534,0
1014,12,1,0,0,0,1,0,0.376694791,0
1015,9,0,0,6,0,1,0,1.277742681,0
1016,10,0,1,9,0,1,0,1.893870385,0
1017,8,1,0,11,0,1,0,0.880773364,0
1018,1,2,1,10,0,1,0,5.964267142,1
1019,2,1,0,9,0,1,0,3.010033142,0
1020,7,2,1,10,0,1,0,1.099085468,1
1021,2,8,0,12,0,1,0,1.606008968,1
1022,12,0,0,2,0,0,1,0.871281102,1
1023,7,1,0,11,0,0,1,1.818970827,0
1024,1,5,2,9,0,1,0,4.880581566,1
1025,9,1,1,13,0,1,0,0.921676099,1
1026,10,0,1,9,0,1,0,1.345454034,0
1027,1,4,4,4,0,1,0,11.67142188,1
1028,2,5,1,12,0,1,0,3.112202644,1
1029,9,1,1,8,0,1,0,0.938111882,0
1030,9,2,2,6,1,0,0,0.692627912,0
1031,10,2,0,1,1,0,0,0.485063167,0
1032,6,2,0,1,0,0,1,0.51838259,1
1033,9,1,0,0,1,0,0,0.791968836,0
1034,8,1,2,0,1,0,0,0.635467338,0
1035,5,1,2,9,0,1,0,1.69242389,0
1036,9,1,0,2,0,0,1,0.815582401,1
1037,3,3,3,12,0,1,0,4.230354894,0
1038,6,1,1,1,0,0,1,0.416797748,1
1039,11,2,0,2,1,0,0,0.350033788,0
1040,8,0,2,2,0,0,1,0.546971461,1
1041,13,0,1,4,1,0,0,0.332547463,0
1042,8,0,2,1,0,0,1,0.679353986,1
1043,9,1,1,9,0,1,0,1.26279263,0
1044,10,3,0,10,0,1,0,1.56171094,0
1045,3,3,0,11,0,1,0,5.346223109,0
1046,3,5,1,10,0,1,0,5.759019297,1
1047,8,2,0,9,0,1,0,0.716893531,0
1048,8,1,2,1,0,1,0,0.743077501,1
1049,4,6,1,13,0,1,0,1.575570118,1
1050,10,1,0,8,0,1,0,1.584082685,0
1051,2,1,0,13,1,0,0,5.388106928,1
1052,7,0,2,5,0,1,0,1.435138628,1
1053,9,0,1,9,0,0,1,0.772615334,0
1054,11,2,2,0,0,0,1,0.429546374,1
1055,11,3,1,2,1,0,0,0.836305372,0
1056,6,3,4,1,1,0,0,0.676469893,0
1057,13,1,2,2,1,0,0,0.737585864,0
1058,8,0,1,1,1,0,0,0.453490426,1
1059,2,1,2,10,1,0,0,4.693788106,1
1060,9,1,2,11,1,0,0,1.898891416,1
1061,7,2,2,8,0,1,0,0.505231108,0
1062,4,3,2,8,0,1,0,4.44938237,0
1063,8,0,1,1,1,0,0,0.696116233,1
1064,12,3,2,12,0,1,0,1.136230811,0
1065,6,1,1,11,0,1,0,1.284130661,0
1066,9,0,1,9,0,1,0,0.68582781,0
1067,12,1,0,0,0,0,1,0.535334854,1
1068,0,2,4,4,0,1,0,27.74358286,1
1069,8,0,2,8,0,1,0,0.661555957,1
1070,3,5,0,9,0,1,0,2.699354186,0
1071,9,0,0,1,0,0,1,0.799405897,1
1072,9,0,2,0,0,0,1,0.817603803,0
1073,9,1,2,2,1,0,0,0.495036392,0
1074,6,2,1,0,0,0,1,0.745621677,1
1075,8,0,0,8,0,1,0,1.872758674,0
1076,5,0,2,0,0,0,1,0.612409278,0
1077,9,1,1,10,1,0,0,0.704292587,1
1078,10,3,1,8,0,0,1,0.971699201,0
1079,9,1,3,8,0,1,0,1.276769705,0
1080,7,2,1,0,0,0,1,0.346635688,1
1081,12,1,2,9,0,1,0,1.407744699,0
1082,10,2,1,12,0,1,0,0.738890579,0
1083,12,1,2,7,0,1,0,1.711275693,1
1084,13,0,1,0,1,0,0,0.883985416,0
1085,8,1,1,1,0,0,1,0.514703686,0
1086,10,0,2,10,0,1,0,0.612143565,0
1087,10,0,1,0,1,0,0,0.479234849,1
1088,0,2,0,9,1,0,0,5.195344684,0
1089,10,0,2,8,0,1,0,1.995517944,0
1090,5,8,2,4,0,1,0,2.401044878,0
1091,4,3,2,8,0,1,0,4.486942502,1
1092,10,1,2,1,0,0,1,0.584284962,0
1093,2,4,2,11,0,1,0,2.482381984,1
1094,4,4,0,10,0,1,0,3.1822962,1
1095,2,4,1,8,0,1,0,3.392962018,0
1096,10,1,2,0,1,0,0,0.389177062,0
1097,0,3,9,5,0,0,1,6.196059992,0
1098,10,0,2,10,0,0,1,1.327222519,0
1099,9,2,1,8,0,1,0,1.114014766,0
1100,6,0,2,10,0,1,0,0.900742741,0
1101,11,0,0,2,0,0,1,0.576323285,1
1102,9,2,3,11,0,1,0,1.01181509,0
1103,3,4,0,10,0,1,0,5.441191414,1
1104,2,5,1,10,0,1,0,5.623574488,1
1105,2,5,2,10,1,0,0,2.423162492,1
1106,10,0,1,1,1,0,0,0.670368061,0
1107,1,8,7,2,1,0,0,9.963678127,0
1108,7,0,2,0,0,0,1,0.332619561,0
1109,10,0,1,9,0,1,0,1.11929642,0
1110,7,0,1,8,0,1,0,1.209488075,0
1111,6,0,1,9,0,0,1,1.97251412,0
1112,9,1,2,8,0,1,0,1.727322557,0
1113,7,2,2,0,0,0,1,0.649592318,1
1114,7,1,0,0,1,0,0,0.670602855,1
1115,7,0,1,1,0,0,1,0.523332984,1
1116,11,0,2,1,1,0,0,0.80677872,0
1117,12,2,1,2,1,0,0,0.801654094,1
1118,3,6,2,11,0,1,0,4.229610779,0
1119,11,3,0,12,1,0,0,1.550320489,0
1120,7,0,2,0,0,0,1,0.515687524,0
1121,12,1,1,2,1,0,0,0.528739602,0
1122,12,1,1,9,0,0,1,1.970654575,1
1123,10,0,0,13,0,1,0,1.904967567,1
1124,4,3,0,9,0,1,0,3.698052053,0
1125,1,5,1,4,0,1,0,28.10245767,1
1126,6,0,0,11,0,1,0,1.641596506,0
1127,5,3,0,9,0,1,0,1.695452911,1
1128,7,1,2,1,1,0,0,0.892463626,0
1129,1,4,5,2,0,1,0,13.93317782,0
1130,2,2,0,9,1,0,0,4.886784274,0
1131,2,3,1,9,0,1,0,2.160477494,1
1132,3,4,0,5,0,1,0,2.951438847,1
1133,9,2,1,11,0,0,1,1.863308806,0
1134,0,6,7,4,0,1,0,5.902472675,1
1135,2,4,2,9,1,0,0,5.982838497,1
1136,9,0,0,8,0,1,0,1.0981466,0
1137,2,3,3,11,0,1,0,3.956744191,0
1138,8,0,1,1,1,0,0,0.568727582,1
1139,5,3,1,11,0,1,0,1.567900694,0
1140,8,1,2,2,1,0,0,0.664066987,1
1141,9,2,1,10,0,1,0,0.646240937,0
1142,7,5,0,11,0,1,0,1.947197099,1
1143,9,2,1,1,0,0,1,0.7156929,1
1144,1,1,3,7,0,1,0,3.199205087,0
1145,9,0,0,2,1,0,0,0.674572348,1
1146,2,3,0,10,0,1,0,5.916724558,1
1147,9,2,0,1,1,0,0,0.764000622,1
1148,9,2,1,1,0,0,1,0.56376195,1
1149,11,0,3,9,0,1,0,1.899783186,1
1150,0,1,1,9,0,0,1,3.622536196,0
1151,11,1,1,2,0,0,1,0.671173816,1
1152,10,0,0,6,1,0,0,0.766734869,1
